type,cost,country,carrier,units,2030,2040,2050
links,capital,GR,biogas to gas,Euro,74.06933782698458,38.87914374462345,10807613.77887288
links,capital,GR,electricity distribution grid,Euro,306694272.5821112,306694385.0040188,381182095.8662786
links,capital,GR,home battery charger,Euro,185.4253964476346,32143992.47598513,63618459.17276762
links,capital,GR,methanolisation,Euro,1520.014427249715,6897128.293338186,178102535.2608082
links,capital,GR,oil,Euro,6088089.866442725,6088051.546853848,9.862326250131357
links,capital,GR,process emissions CC,Euro,380.358731447009,6357122.477369234,77543179.10218948
links,capital,GR,residential rural gas boiler,Euro,21413993.431178212,95694781.24035431,95694835.43142596
links,capital,GR,residential rural ground heat pump,Euro,38254449.80276576,48233394.2395578,124827197.81948628
links,capital,GR,residential rural oil boiler,Euro,76687047.17446157,32560462.929101776,32560476.029276595
links,capital,GR,residential rural resistive heater,Euro,13086501.61118583,10732260.52399975,10732274.874423595
links,capital,GR,residential urban decentral air heat pump,Euro,67717005.46632694,67749920.48513836,92846413.73897
links,capital,GR,residential urban decentral biomass boiler,Euro,34139830.29100614,34140187.807337664,34139943.072939865
links,capital,GR,residential urban decentral gas boiler,Euro,52970772.325198494,181970799.0701198,181970841.1761993
links,capital,GR,residential urban decentral oil boiler,Euro,198325630.05928272,121638688.67462842,121638663.86832768
links,capital,GR,residential urban decentral resistive heater,Euro,34719352.703096166,21632941.862987474,21632931.305548824
links,capital,GR,services rural gas boiler,Euro,3926611.2729035625,18314253.843056187,18314307.200174276
links,capital,GR,services rural ground heat pump,Euro,94440902.16793948,104363541.31900646,117806098.33261693
links,capital,GR,services rural oil boiler,Euro,14061059.495995652,3885773.871466104,3885787.068804135
links,capital,GR,services rural resistive heater,Euro,2399536.2293746606,1577062.0430107284,1577080.3053978605
links,capital,GR,services urban decentral air heat pump,Euro,32776490.17367063,32776953.048200313,32776577.662467975
links,capital,GR,services urban decentral biomass boiler,Euro,7588092.434271923,7588442.838107198,7588145.291287386
links,capital,GR,services urban decentral gas boiler,Euro,7863627.302417837,31950654.754734572,31950677.939439867
links,capital,GR,services urban decentral oil boiler,Euro,27736815.615358584,13675960.674963173,13675838.630846228
links,capital,GR,services urban decentral resistive heater,Euro,5899273.557903463,3499937.7524489705,3499815.731521234
links,capital,GR,solid biomass for industry CC,Euro,210.88984015496956,145.96231627457615,61762269.32497244
links,capital,GR,urban central air heat pump,Euro,1257.7053457894735,28814872.442871988,243854487.11671865
links,capital,GR,urban central gas boiler,Euro,20658933.7640154,35317200.88522209,34943668.17707634
links,capital,GR,urban central oil boiler,Euro,14060987.49790966,9039206.248656211,0.0
links,capital,GR,urban central resistive heater,Euro,1713803.4036859898,52.107342445673645,28.41181506076383
links,capital,GR,urban central solid biomass CHP,Euro,8052204.9558571,14602058.062908463,16170691.018052496
links,capital,H2,H2 pipeline,Euro,5862375.963759919,10421260.848714167,122022449.6921928
links,capital,H2,H2 pipeline retrofitted,Euro,26148139.539614785,128075734.15439507,645165362.581721
links,capital,HR,CCGT,Euro,29296428.123749636,29296373.780738655,8279415.8388813725
links,capital,HR,SMR,Euro,6384787.203703541,12696762.50076431,12696775.68745112
links,capital,HR,biogas to gas,Euro,67.60058481581736,34.56838192900846,4722249.572204635
links,capital,HR,electricity distribution grid,Euro,111802267.14270592,116558631.23971008,131538926.78662878
links,capital,HR,home battery charger,Euro,157.5628365940664,1510857.0735225512,21722636.68299416
links,capital,HR,methanolisation,Euro,915.5078592126938,1312.3987542384195,415.2392651548525
links,capital,HR,process emissions CC,Euro,264.67064510504855,957.71277495791,35694992.24559645
links,capital,HR,residential rural biomass boiler,Euro,793.4996505134168,51925.886192810445,143.37368657694492
links,capital,HR,residential rural gas boiler,Euro,82229987.98872793,102291604.80914252,102291660.55335796
links,capital,HR,residential rural ground heat pump,Euro,5102327.969563964,51164481.02464441,112763125.22892883
links,capital,HR,residential rural oil boiler,Euro,12403591.940936437,22819162.0720235,22819173.41217199
links,capital,HR,residential rural resistive heater,Euro,5618736.453755943,3035690.347263596,3369548.3911988176
links,capital,HR,residential urban decentral air heat pump,Euro,5397291.039041775,26855888.46774673,27213728.52018673
links,capital,HR,residential urban decentral biomass boiler,Euro,11314464.218213808,11321537.082788698,11314519.616104312
links,capital,HR,residential urban decentral gas boiler,Euro,82230010.11036277,96422846.10409966,96422868.82103688
links,capital,HR,residential urban decentral oil boiler,Euro,21592052.754032757,21510496.171966095,21510506.66504901
links,capital,HR,residential urban decentral resistive heater,Euro,6760714.955000119,3395986.4449878996,3395934.8258851687
links,capital,HR,services rural biomass boiler,Euro,1259.4312035927635,896772.1913932399,95.82542651897708
links,capital,HR,services rural gas boiler,Euro,15744260.423519516,22407108.725802783,22407148.532614738
links,capital,HR,services rural ground heat pump,Euro,61925858.55412506,68101617.29217851,82636318.94129887
links,capital,HR,services rural oil boiler,Euro,2731295.975362424,3906204.3064086377,3906215.576827325
links,capital,HR,services rural resistive heater,Euro,1158688.5255805205,756593.3641707922,756696.4661890396
links,capital,HR,services urban decentral air heat pump,Euro,16568.464783575233,4779703.484048246,5351755.1501709735
links,capital,HR,services urban decentral biomass boiler,Euro,3308228.5286437413,3311748.8352782736,3308274.786088623
links,capital,HR,services urban decentral gas boiler,Euro,15744289.570992893,18338596.19662763,18338615.664567143
links,capital,HR,services urban decentral oil boiler,Euro,3437003.6079218,3605749.293662126,3605759.552758045
links,capital,HR,services urban decentral resistive heater,Euro,1715257.6074178044,1071050.0446824331,1071037.2017310068
links,capital,HR,solid biomass for industry CC,Euro,176.92360606792502,121.87457830518248,32092838.076805983
links,capital,HR,urban central air heat pump,Euro,343.20484717224866,2003.8068322509585,75749345.98660243
links,capital,HR,urban central gas boiler,Euro,7041065.404402551,10260217.106820034,10021687.644614153
links,capital,HR,urban central oil boiler,Euro,2336796.1634335164,1502226.1050644035,0.0
links,capital,HR,urban central resistive heater,Euro,460211.90416785714,7392361.701143792,7392439.480869315
links,capital,HR,urban central solid biomass CHP,Euro,35628116.05588144,47679859.06235287,68552031.74058154
links,capital,HU,CCGT,Euro,298472455.6974452,215391803.47288588,94544391.17530718
links,capital,HU,SMR,Euro,8796955.912435902,26064415.984034225,26064429.5095862
links,capital,HU,biogas to gas,Euro,75.79598534902286,39.49444600430497,90324188.50413738
links,capital,HU,coal,Euro,80664193.52487507,80664066.20774336,80664031.55430695
links,capital,HU,electricity distribution grid,Euro,254416009.56706744,267109369.44573775,323829845.51401365
links,capital,HU,home battery charger,Euro,163.7061461147534,1933364.9683855092,53289943.38950771
links,capital,HU,methanolisation,Euro,981.6900535875468,1675.9134108371704,365.10121073758575
links,capital,HU,nuclear,Euro,1271916021.1296988,1271915954.8996248,1271915868.5315485
links,capital,HU,oil,Euro,10953669.844460975,10953631.471439255,9.86814996065409
links,capital,HU,process emissions CC,Euro,300.7506641350918,1134.7871647492964,48783167.08313743
links,capital,HU,residential rural biomass boiler,Euro,2891.217222269465,26039276.82702344,26039446.332432527
links,capital,HU,residential rural gas boiler,Euro,179104990.36512226,206340966.3703296,206341023.88727793
links,capital,HU,residential rural ground heat pump,Euro,7174.535990166203,72091154.9004302,215513191.1515605
links,capital,HU,residential rural oil boiler,Euro,31641916.662246287,42531640.89641983,42531652.30255192
links,capital,HU,residential rural resistive heater,Euro,3466280.707882446,4920579.125168398,5265973.363494472
links,capital,HU,residential urban decentral air heat pump,Euro,698.9876966422925,46802282.94873871,70894937.62397419
links,capital,HU,residential urban decentral biomass boiler,Euro,81899214.51031095,87434090.23653957,87434229.95109035
links,capital,HU,residential urban decentral gas boiler,Euro,179105115.91419083,199592290.25769484,199592337.15467167
links,capital,HU,residential urban decentral oil boiler,Euro,106982733.72156586,102140544.87470949,102140530.28141584
links,capital,HU,residential urban decentral resistive heater,Euro,5117527.905376189,7461746.440432822,7462145.956193476
links,capital,HU,services rural biomass boiler,Euro,21941697.4437972,21949749.15832625,21941804.686134357
links,capital,HU,services rural gas boiler,Euro,68574299.80715612,81155539.19593346,81155580.42468922
links,capital,HU,services rural ground heat pump,Euro,48907693.421525545,114866111.1292229,174166599.59678784
links,capital,HU,services rural oil boiler,Euro,11666178.23935111,15496918.89773452,15496930.413880983
links,capital,HU,services rural resistive heater,Euro,2847739.1442065313,3629448.413378603,3629477.650175103
links,capital,HU,services urban decentral air heat pump,Euro,680.1894966771877,3362.0608366982447,17529550.940778837
links,capital,HU,services urban decentral biomass boiler,Euro,37442206.87680211,37622379.99267561,37442294.20260395
links,capital,HU,services urban decentral gas boiler,Euro,68574414.18102773,82698303.49604373,82698337.0671679
links,capital,HU,services urban decentral oil boiler,Euro,41635949.97752572,39782031.031744726,39782015.200681984
links,capital,HU,services urban decentral resistive heater,Euro,2279382.985458079,5520800.002609467,5520826.659862507
links,capital,HU,solid biomass for industry CC,Euro,208.63990799491853,123.85009444406164,72815329.82508332
links,capital,HU,urban central air heat pump,Euro,282.81025658538607,274.76901566488243,249950556.41321272
links,capital,HU,urban central gas boiler,Euro,26281413.706814308,37868212.30722318,33831263.429929376
links,capital,HU,urban central oil boiler,Euro,1853945.6959879296,1191822.2331350974,0.0
links,capital,HU,urban central resistive heater,Euro,86.50119269826921,18326675.752154652,18326710.67541205
links,capital,HU,urban central solid biomass CHP,Euro,145070132.26946792,191360598.05688608,292732220.88737166
links,capital,IE,CCGT,Euro,447830705.68677056,346142626.8729608,134168746.76384616
links,capital,IE,H2 Electrolysis,Euro,162.8202231513731,8970240.5853742,1788868665.3288295
links,capital,IE,Haber-Bosch,Euro,16224.83352062042,199.83235872191244,45003707.60850681
links,capital,IE,SMR,Euro,11382222.10120248,60729721.93770319,60729735.34274228
links,capital,IE,SMR CC,Euro,2878.9229723063145,2215.42253501622,15.55265977422283
links,capital,IE,biogas to gas,Euro,75.81568476881705,39.350657920500346,26400842.83948508
links,capital,IE,electricity distribution grid,Euro,225290390.5518814,291084086.89873284,330453358.37923414
links,capital,IE,gas for industry CC,Euro,143.28084082485807,91.47476406301712,29401965.7965454
links,capital,IE,lignite,Euro,88543989.78229262,88543989.78229262,47246792.96683598
links,capital,IE,methanolisation,Euro,2528.633364257445,34045730.41879704,34045925.93782065
links,capital,IE,oil,Euro,13402124.236691276,13402085.706774978,9.852144822659566
links,capital,IE,process emissions CC,Euro,308.8544975430783,31993172.649668258,31993323.947619967
links,capital,IE,residential rural gas boiler,Euro,38279163.30092733,59950412.11294664,59950434.18010534
links,capital,IE,residential rural ground heat pump,Euro,37707566.312414624,104396752.67347027,154289941.90331393
links,capital,IE,residential rural oil boiler,Euro,21423911.692008235,8592328.684465913,8592339.435086446
links,capital,IE,residential rural resistive heater,Euro,2640542.880825269,5675399.651269319,6528141.919907907
links,capital,IE,residential urban decentral air heat pump,Euro,77433179.00738034,93874425.35073668,93874543.97452796
links,capital,IE,residential urban decentral gas boiler,Euro,55269481.144527465,80561979.73728243,80561996.4652507
links,capital,IE,residential urban decentral oil boiler,Euro,27313860.506574288,10535697.762825944,10535707.729839068
links,capital,IE,residential urban decentral resistive heater,Euro,7682266.931018785,7157645.5694763195,7157668.851111629
links,capital,IE,services rural gas boiler,Euro,12168065.61410439,21446445.689093582,21446467.745954458
links,capital,IE,services rural ground heat pump,Euro,62572817.00924581,78903343.39942056,95086398.30488226
links,capital,IE,services rural oil boiler,Euro,6810121.987092854,2700094.7781016985,2700105.675501629
links,capital,IE,services rural resistive heater,Euro,1176697.200083934,2165655.2188038407,2296144.5971458782
links,capital,IE,services urban decentral air heat pump,Euro,20782904.122832805,26723912.41358445,20787295.924482625
links,capital,IE,services urban decentral gas boiler,Euro,19341051.984104622,27451336.03091513,27451353.23900345
